,sdate,edate,municipality_name,county,displayName,type,mode,category,concern
827,2019-04-01,2020-04-01,Härjedalens kommun,Jämtlands län,Östersunds-Posten,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
828,2020-04-02,9,Härjedalens kommun,Jämtlands län,Östersunds-Posten,lokalredaktion,redaktion,Dagspress,Bonnier
829,2014-07-01,9,Klippans kommun,Skåne län,Helsingborgs Dagblad,lokalredaktion,redaktion,Dagspress,Bonnier
830,0,2014-06-30,Klippans kommun,Skåne län,Helsingborgs Dagblad,lokalredaktion,redaktion,Dagspress,
831,0,9,Klippans kommun,Skåne län,Söderåsjournalen,huvudredaktion,redaktion,Gratistidning,
832,1847-11-13,9,Hjo kommun,Västra Götalands län,Hjo Tidning,huvudredaktion,redaktion,Dagspress,NWT
833,0,2018-12-16,Hudiksvalls kommun,Gävleborgs län,HudikNytt,huvudredaktion,redaktion,Gratistidning,
834,1909-12-11,2019-03-31,Hudiksvalls kommun,Gävleborgs län,Hudiksvalls Tidning,huvudredaktion,redaktion,Dagspress,Mittmedia
835,2019-04-01,2020-04-01,Hudiksvalls kommun,Gävleborgs län,Hudiksvalls Tidning,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
836,2020-04-02,9,Hudiksvalls kommun,Gävleborgs län,Hudiksvalls Tidning,huvudredaktion,redaktion,Dagspress,Bonnier
837,0,9,Hudiksvalls kommun,Gävleborgs län,Sveriges Radio P4 Gävleborg,lokalredaktion,redaktion,Etermedier,Sveriges Radio
838,2015-04-13,9,Hudiksvalls kommun,Gävleborgs län,SVT Nyheter Gävleborg,lokalredaktion,redaktion,Etermedier,Sveriges Television
839,0,2015-04-12,Hudiksvalls kommun,Gävleborgs län,Gävledala,lokalredaktion,redaktion,Etermedier,Sveriges Television
840,0,2017-01-01,Nordanstigs kommun,Gävleborgs län,Hudiksvalls Tidning,lokalredaktion,redaktion,Dagspress,Mittmedia
841,2019-04-01,2017-01-01,Nordanstigs kommun,Gävleborgs län,Hudiksvalls Tidning,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
842,2020-04-02,2017-01-01,Nordanstigs kommun,Gävleborgs län,Hudiksvalls Tidning,lokalredaktion,redaktion,Dagspress,Bonnier
843,0,2018-01-24,Ljusdals kommun,Gävleborgs län,Hälsinge Allehanda,huvudredaktion,redaktion,Gratistidning,
844,2018-01-25,9,Ljusdals kommun,Gävleborgs län,Tidningen Hälsingland,huvudredaktion,redaktion,Gratistidning,
845,2014-12-02,2017-01-01,Ljusdals kommun,Gävleborgs län,Jarvsobygden.se,huvudredaktion,redaktion,Sajt,
846,1914,2019-03-31,Ljusdals kommun,Gävleborgs län,Ljusdals-Posten,huvudredaktion,redaktion,Dagspress,Mittmedia
847,2019-04-01,2020-04-01,Ljusdals kommun,Gävleborgs län,Ljusdals-Posten,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
848,2020-04-02,9,Ljusdals kommun,Gävleborgs län,Ljusdals-Posten,huvudredaktion,redaktion,Dagspress,Bonnier
849,2013-06-18,9,Hallstahammars kommun,Västmanlands län,Här och nu längs kanalen,huvudredaktion,redaktion,Gratistidning,
850,2016-01-01,2017-01-01,Hallstahammars kommun,Västmanlands län,Vestmanlands Läns Tidning,lokalredaktion,redaktion,Dagspress,Mittmedia
851,2019-04-01,2017-01-01,Hallstahammars kommun,Västmanlands län,Vestmanlands Läns Tidning,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
852,2020-04-02,2017-01-01,Hallstahammars kommun,Västmanlands län,Vestmanlands Läns Tidning,lokalredaktion,redaktion,Dagspress,Bonnier
853,0,2015-12-31,Hallstahammars kommun,Västmanlands län,Vestmanlands Läns Tidning,lokalredaktion,redaktion,Dagspress,Promedia
854,2004,2019-02-13,Härryda kommun,Västra Götalands län,Härryda-Posten,huvudredaktion,redaktion,Gratistidning,WM Media
855,2015-01-01,9,Härryda kommun,Västra Götalands län,Lokalpressen Härryda,huvudredaktion,riktad titel,Gratistidning,
856,2012-09-01,2019-07-18,Nora kommun,Örebro län,24 i Bergslagen,huvudredaktion,redaktion,Sajt,
857,2019-07-19,9,Nora kommun,Örebro län,24 i Bergslagen,huvudredaktion,riktad titel,Sajt,
858,2015-04-01,2018-12-01,Nora kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Mittmedia
859,2019-04-01,2018-12-01,Nora kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
860,2020-04-02,2018-12-01,Nora kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Bonnier
861,0,2015-03-31,Nora kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Promedia
862,2004,9,Bromölla kommun,Skåne län,Info-Bladet,huvudredaktion,redaktion,Gratistidning,
863,0,2011-09-30,Bromölla kommun,Skåne län,Kristianstadsbladet,lokalredaktion,redaktion,Dagspress,Bonnier
864,2011-10-01,9,Bromölla kommun,Skåne län,Kristianstadsbladet,lokalredaktion,redaktion,Dagspress,Gota Media
865,2003-05-08,2018-12-31,Trosa kommun,Södermanlands län,I Trosa,huvudredaktion,redaktion,Sajt,
866,0,2018-12-28,Trosa kommun,Södermanlands län,Södermanlands Nyheter,lokalredaktion,redaktion,Dagspress,Sörmlands Media
867,2018-12-29,9,Trosa kommun,Södermanlands län,Södermanlands Nyheter,lokalredaktion,redaktion,Dagspress,NTM|Sörmlands Media
868,2018-01-01,2018-09-09,Trosa kommun,Södermanlands län,Trosapodden,huvudredaktion,redaktion,Etermedier,
869,1997,9,Trosa kommun,Södermanlands län,Östra Sörmlandsposten,huvudredaktion,redaktion,Gratistidning,
870,2020-06-30,9,Bräcke kommun,Jämtlands län,Jämtlands Tidning,lokalredaktion,redaktion,Dagspress,
871,0,2019-05-01,Järfälla kommun,Stockholms län,Järfälla Tidning,huvudredaktion,riktad titel,Gratistidning,Direktpress
872,2019-05-02,2020-06-17,Järfälla kommun,Stockholms län,Järfälla Direkt,huvudredaktion,riktad titel,Gratistidning,Direktpress
873,2014-02-02,2017-01-07,Järfälla kommun,Stockholms län,Järfällanytt,huvudredaktion,redaktion,Sajt,
874,2014-06-25,2020-06-17,Järfälla kommun,Stockholms län,Mitt i Järfalla,huvudredaktion,riktad titel,Gratistidning,Mitt i
875,2020-06-18,9,Järfälla kommun,Stockholms län,Mitt i Järfalla,huvudredaktion,riktad titel,Gratistidning,Direktpress
876,2008-12-01,2014-06-24,Järfälla kommun,Stockholms län,Mitt i Järfalla,huvudredaktion,riktad titel,Gratistidning,Stampen
877,0,2020-02-29,Habo kommun,Jönköpings län,Jönköpings-Posten,lokalredaktion,redaktion,Dagspress,Hallpressen
878,2020-03-01,9,Habo kommun,Jönköpings län,Jönköpings-Posten,lokalredaktion,redaktion,Dagspress,Bonnier|Hallpressen
879,0,2020-02-29,Mullsjö kommun,Jönköpings län,Jönköpings-Posten,lokalredaktion,redaktion,Dagspress,Hallpressen
880,2020-03-01,9,Mullsjö kommun,Jönköpings län,Jönköpings-Posten,lokalredaktion,redaktion,Dagspress,Bonnier|Hallpressen
881,0,2020-02-29,Vaggeryds kommun,Jönköpings län,Jönköpings-Posten,lokalredaktion,redaktion,Dagspress,Hallpressen
882,2020-03-01,9,Vaggeryds kommun,Jönköpings län,Jönköpings-Posten,lokalredaktion,redaktion,Dagspress,Bonnier|Hallpressen
883,2002-04,9,Vaggeryds kommun,Jönköpings län,Skillingaryd.nu och Vaggeryd.nu,huvudredaktion,redaktion,Sajt,
884,0,9,Degerfors kommun,Örebro län,Karlskoga Tidning,lokalredaktion,redaktion,Dagspress,NWT
885,0,9,Karlstads kommun,Värmlands län,KH aktuellt,huvudredaktion,redaktion,Gratistidning,
886,2017-03-01,9,Karlstads kommun,Värmlands län,Karlstads Tidningen,huvudredaktion,redaktion,Dagspress,NWT
887,1879-11-15,2017-02-28,Karlstads kommun,Värmlands län,Karlstads Tidningen,huvudredaktion,redaktion,Dagspress,NWT
888,2015,2018-03,Karlstads kommun,Värmlands län,Karlstadsliv,huvudredaktion,redaktion,Sajt,NWT
889,1948,9,Karlstads kommun,Värmlands län,Länstidningen Värmlandsbygden,huvudredaktion,redaktion,Dagspress,
890,2012-04,2017-04-21,Karlstads kommun,Värmlands län,Metro Värmland,huvudredaktion,redaktion,Gratistidning,Metro
891,2012,2016-12-31,Karlstads kommun,Värmlands län,Nya Bygdebladet,huvudredaktion,redaktion,Gratistidning,
892,1837,9,Karlstads kommun,Värmlands län,Nya Wermlands-Tidningen,huvudredaktion,redaktion,Dagspress,NWT
893,0,9,Karlstads kommun,Värmlands län,Sveriges Radio P4 Värmland,huvudredaktion,redaktion,Etermedier,Sveriges Radio
894,1986,2015-04-12,Karlstads kommun,Värmlands län,Värmlandsnytt,huvudredaktion,redaktion,Etermedier,Sveriges Television
895,2015-04-13,9,Karlstads kommun,Värmlands län,SVT Nyheter Värmland,huvudredaktion,redaktion,Etermedier,Sveriges Television
896,2017-03-01,9,Karlstads kommun,Värmlands län,Värmlands Folkblad,huvudredaktion,redaktion,Dagspress,NWT
897,1918,2017-02-28,Karlstads kommun,Värmlands län,Värmlands Folkblad,huvudredaktion,redaktion,Dagspress,
898,0,2017-12-20,Vingåkers kommun,Södermanlands län,Katrineholms-Kuriren,lokalredaktion,redaktion,Dagspress,Sörmlands Media
899,2018-12-29,2017-12-20,Vingåkers kommun,Södermanlands län,Katrineholms-Kuriren,lokalredaktion,redaktion,Dagspress,NTM|Sörmlands Media
900,1959,2019-12,Kiruna kommun,Norrbottens län,Kiruna annonsblad,huvudredaktion,redaktion,Gratistidning,Svenska Civildatalogerna
901,0,9,Kiruna kommun,Norrbottens län,Kiruna-Tidningen,huvudredaktion,redaktion,Nyhetsmagasin,
902,1861,2013-11-01,Kiruna kommun,Norrbottens län,Norrbottens-Kuriren,lokalredaktion,redaktion,Dagspress,NTM
903,0,9,Kiruna kommun,Norrbottens län,Norrländska Socialdemokraten,lokalredaktion,redaktion,Dagspress,NTM
904,2011-09-01,2018-12,Kiruna kommun,Norrbottens län,Pajala gratistidning,huvudredaktion,riktad titel,Gratistidning,Svenska Civildatalogerna
905,2015-04-13,9,Kiruna kommun,Norrbottens län,SVT Nyheter Norrbotten,lokalredaktion,redaktion,Etermedier,Sveriges Television
906,0,2015-04-12,Kiruna kommun,Norrbottens län,Nordnytt,lokalredaktion,redaktion,Etermedier,Sveriges Television
907,1980,9,Herrljunga kommun,Västra Götalands län,Knallebladet,huvudredaktion,redaktion,Gratistidning,
908,2003-04-09,2020-12-17,Knivsta kommun,Uppsala län,Knivstabygden,huvudredaktion,riktad titel,Gratistidning,NTM
909,2012-04-10,9,Ljusnarsbergs kommun,Örebro län,Kopparbergarn.se,huvudredaktion,redaktion,Sajt,
910,2006,9,Kramfors kommun,Västernorrlands län,Kramforsbladet,huvudredaktion,redaktion,Gratistidning,
911,0,9,Kramfors kommun,Västernorrlands län,Nordsverige,lokalredaktion,redaktion,Dagspress,Tidningar i Norr
912,0,2019-03-31,Kramfors kommun,Västernorrlands län,Tidningen Ångermanland,lokalredaktion,redaktion,Dagspress,Mittmedia
913,2019-04-01,2020-04-01,Kramfors kommun,Västernorrlands län,Tidningen Ångermanland,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
914,2020-04-02,9,Kramfors kommun,Västernorrlands län,Tidningen Ångermanland,lokalredaktion,redaktion,Dagspress,Bonnier
915,0,9,Kristinehamns kommun,Värmlands län,Kristinehamns lokal-tv,huvudredaktion,redaktion,Etermedier,
916,1978-12-05,9,Kristinehamns kommun,Värmlands län,Kristinehamns-Aktuellt,huvudredaktion,redaktion,Gratistidning,
917,0,9,Kristinehamns kommun,Värmlands län,Nya Kristinehamns-Posten,huvudredaktion,redaktion,Dagspress,NWT
918,2017-03-01,9,Kristinehamns kommun,Värmlands län,Värmlands Folkblad,lokalredaktion,redaktion,Dagspress,NWT
919,0,2017-02-28,Kristinehamns kommun,Värmlands län,Värmlands Folkblad,lokalredaktion,redaktion,Dagspress,
920,2009-01-09,2017-03-16,Kungsbacka kommun,Hallands län,Kungsbacka-Nytt,huvudredaktion,redaktion,Gratistidning,OTV
921,0,9,Kungsbacka kommun,Hallands län,Kungsbacka-Posten,huvudredaktion,redaktion,Dagspress,OTV
922,1921,9,Kungsbacka kommun,Hallands län,Norra Halland,huvudredaktion,redaktion,Dagspress,
923,0,9,Kungälvs kommun,Västra Götalands län,Kungälvs-Posten,huvudredaktion,redaktion,Dagspress,OTV
924,2015-09,2017-06-05,Kungälvs kommun,Västra Götalands län,Kungälvskuriren,huvudredaktion,redaktion,Sajt,
925,2015,2017-04-18,Kungälvs kommun,Västra Götalands län,Kungälvsnyheter,huvudredaktion,redaktion,Sajt,
926,0,9,Ockelbo kommun,Gävleborgs län,Kuxabladet,huvudredaktion,redaktion,Gratistidning,
927,1955-04-22,2017-02-06,Ockelbo kommun,Gävleborgs län,Ockelbo-Nytt,huvudredaktion,redaktion,Gratistidning,
928,2005,2016-10-01,Söderhamns kommun,Gävleborgs län,Larm-Söderhamn,huvudredaktion,redaktion,Sajt,
929,2016-10-02,9,Söderhamns kommun,Gävleborgs län,Xnytt,huvudredaktion,redaktion,Sajt,
930,1895,2019-03-31,Söderhamns kommun,Gävleborgs län,Söderhamns-Kuriren,huvudredaktion,redaktion,Dagspress,Mittmedia
931,2019-04-01,2020-04-01,Söderhamns kommun,Gävleborgs län,Söderhamns-Kuriren,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
932,2020-04-02,9,Söderhamns kommun,Gävleborgs län,Söderhamns-Kuriren,huvudredaktion,redaktion,Dagspress,Bonnier
933,2000-01-24,2019-12-15,Söderhamns kommun,Gävleborgs län,SöderhamnsNytt,huvudredaktion,redaktion,Gratistidning,
934,2014-06-25,2017-06-30,Lidingö kommun,Stockholms län,Lidingö Tidning ,huvudredaktion,redaktion,Dagspress,Mitt i
935,2010-01-01,2014-06-24,Lidingö kommun,Stockholms län,Lidingö Tidning ,huvudredaktion,redaktion,Dagspress,Stampen
936,1910-01-01,2009-12-31,Lidingö kommun,Stockholms län,Lidingö Tidning ,huvudredaktion,redaktion,Dagspress,
937,2004-03-17,2018-12-31,Lidingö kommun,Stockholms län,Lidingösidan,huvudredaktion,redaktion,Sajt,
938,2014-06-25,2020-06-17,Lidingö kommun,Stockholms län,Mitt i Lidingö,huvudredaktion,riktad titel,Gratistidning,Mitt i
939,2020-06-18,9,Lidingö kommun,Stockholms län,Mitt i Lidingö,huvudredaktion,riktad titel,Gratistidning,Direktpress
940,2008-12-01,2014-06-24,Lidingö kommun,Stockholms län,Mitt i Lidingö,huvudredaktion,riktad titel,Gratistidning,Stampen
941,2019-01-01,9,Lidingö kommun,Stockholms län,Lidingö Nyheter,huvudredaktion,redaktion,Sajt,
942,2005,9,Lidköpings kommun,Västra Götalands län,Lidköpingsextra,huvudredaktion,redaktion,Gratistidning,
943,0,9,Lidköpings kommun,Västra Götalands län,Lidköpingsnytt,huvudredaktion,redaktion,Sajt,
944,2019-01-02,9,Lidköpings kommun,Västra Götalands län,Nya Lidköpings-Tidningen,huvudredaktion,redaktion,Dagspress,NWT
945,1903-04-03,2019-01-01,Lidköpings kommun,Västra Götalands län,Nya Lidköpings-Tidningen,huvudredaktion,redaktion,Dagspress,
946,2009-08,2018-07-14,Ånge kommun,Västernorrlands län,ljungandalen.info,huvudredaktion,redaktion,Sajt,
947,0,2019-03-31,Ånge kommun,Västernorrlands län,Sundsvalls Tidning,lokalredaktion,redaktion,Dagspress,Mittmedia
948,2019-04-01,2020-04-01,Ånge kommun,Västernorrlands län,Sundsvalls Tidning,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
949,2020-04-02,9,Ånge kommun,Västernorrlands län,Sundsvalls Tidning,lokalredaktion,redaktion,Dagspress,Bonnier
950,0,9,Öckerö kommun,Västra Götalands län,Lokalbladet,huvudredaktion,redaktion,Gratistidning,
951,0,9,Öckerö kommun,Västra Götalands län,Torslanda–Öckerötidningen,lokalredaktion,riktad titel,Gratistidning,
952,0,9,Storumans kommun,Västerbottens län,Lokaltidningen,lokalredaktion,redaktion,Dagspress,Tidningar i Norr
953,2019-10-16,9,Storumans kommun,Västerbottens län,Västerbottens-Kuriren,lokalredaktion,redaktion,Dagspress,VK Media
954,1993-01-01,2015-11-01,Alvesta kommun,Kronobergs län,Lokaltidningen Alvesta,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
955,2015-11-02,2017-02-01,Alvesta kommun,Kronobergs län,Lokaltidningen Alvesta,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
956,0,9,Alvesta kommun,Kronobergs län,Smålandsposten,lokalredaktion,redaktion,Dagspress,Gota Media
957,1993-01-01,2015-11-01,Ljungby kommun,Kronobergs län,Lokaltidningen Ljungby,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
958,2015-11-02,2017-02-01,Ljungby kommun,Kronobergs län,Lokaltidningen Ljungby,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
959,0,9,Ljungby kommun,Kronobergs län,Radio Ljungby,huvudredaktion,redaktion,Etermedier,
960,1921,2020-02-29,Ljungby kommun,Kronobergs län,Smålänningen,huvudredaktion,redaktion,Dagspress,Hallpressen
961,2020-03-01,9,Ljungby kommun,Kronobergs län,Smålänningen,huvudredaktion,redaktion,Dagspress,Bonnier|Hallpressen
962,0,2020-02-29,Ljungby kommun,Kronobergs län,Smålänningen Veckobladet,huvudredaktion,redaktion,Gratistidning,Hallpressen
963,2020-03-01,9,Ljungby kommun,Kronobergs län,Smålänningen Veckobladet,huvudredaktion,redaktion,Gratistidning,Bonnier|Hallpressen
964,2020-03-24,9,Ljungby kommun,Kronobergs län,Mera Ljungby,huvudredaktion,riktad titel,Sajt,Gota Media
965,2008-02-01,2019-10-17,Eslövs kommun,Skåne län,Lokaltidningen Mellanskåne,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
966,2019-10-18,9,Eslövs kommun,Skåne län,Lokaltidningen Mellanskåne,huvudredaktion,riktad titel,Gratistidning,Bonnier
967,2015,9,Eslövs kommun,Skåne län,Mycket mer Mittskåne,huvudredaktion,redaktion,Gratistidning,Skånska Dagbladet
968,0,9,Eslövs kommun,Skåne län,Skånska Dagbladet,lokalredaktion,redaktion,Dagspress,Skånska Dagbladet
969,2008-09-24,2018-11-01,Sjöbo kommun,Skåne län,Lokaltidningen Sjöbo,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
970,2018-11-02,2019-10-17,Sjöbo kommun,Skåne län,"Lokaltidningen Sjöbo, Tomellilla och Simrishamn",huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
971,2019-10-18,9,Sjöbo kommun,Skåne län,"Lokaltidningen Sjöbo, Tomellilla och Simrishamn",huvudredaktion,riktad titel,Gratistidning,Bonnier
972,2014,9,Sjöbo kommun,Skåne län,Mycket mer Sydöst,huvudredaktion,redaktion,Gratistidning,Skånska Dagbladet
